;;;;;;;;
;SONOR Pricelist 2026;;;RRP €;Dealer Base €;EAN;UPC;Free-Stock [pcs.]
;;;;;;;;
1;Drums;;;;;;;
1.1;MOMENTUM Drum Series;;;;;;;
1.1.1;MOMENTUM Shell Sets;;;;;;;
;Item number;Description;Specifications;incl. 19% VAT;excl. VAT;;;
;;;;;;;;
3.10;29104512;KP 20x2x102 h=b2 Metall Wiener ru/ru;;14,50 €;8,53 €;4044661729791;829193729792;0
3.10;29104513;KP 20x2x99 c3 Metall Wiener ru/ru;;14,50 €;8,53 €;4044661729807;829193729808;0
3.10;29104514;KP 20x2x96 cis3 Metall Wiener ru/ru;;14,50 €;8,53 €;4044661729814;829193729815;0
3.10;29104515;KP 20x2x93,7 d3 Metall Wiener ru/ru;;14,50 €;8,53 €;4044661729821;829193729822;1
3.10;29104516;KP 20x2x91 dis3 Metall Wiener ru/ru;;14,50 €;8,53 €;4044661729838;829193729839;0
3.10;29104517;KP 20x2x88,2 e3 Metall Wiener ru/ru;;14,50 €;8,53 €;4044661729845;829193729846;0
3.10;29104518;KP 20x2x86 f3 Metall Wiener ru/ru;;14,50 €;8,53 €;4044661729852;829193729853;1
3.10;29104519;KP 20x2x83,2 fis3 Metall Wiener ru/ru;;14,50 €;8,53 €;4044661729869;829193729860;0
3.10;29104520;KP 20x2x81 g3 Metall Wiener ru/ru;;14,50 €;8,53 €;4044661729876;829193729877;0
3.10;29104521;KP 20x2x78,8 gis3 Metall Wiener ru/ru;;14,50 €;8,53 €;4044661729883;829193729884;0
3.10;29104522;KP 20x2x76,4 a3 Metall Wiener ru/ru;;14,50 €;8,53 €;4044661729890;829193729891;0
3.10;29104523;KP 20x2x74,3 b=bb3 Metall Wiener ru/ru;;14,50 €;8,53 €;4044661729906;829193729907;0
3.10;29104524;KP 20x2x72,3 h=b3 Metall Wiener ru/ru;;14,50 €;8,53 €;4044661729913;829193729914;0
3.10;29104525;KP 20x2x70,2 c4 Metall Wiener ru/ru;;14,50 €;8,53 €;4044661729920;829193729921;0
3.10;29104526;KP 20x2x68,3 cis4 Metall Wiener ru/ru;;14,50 €;8,53 €;4044661729937;829193729938;0
3.10;29104527;KP 20x2x66,2 d4 Metall Wiener ru/ru;;14,50 €;8,53 €;4044661729944;829193729945;1
3.10;29104528;KP 20x2x64,3 dis4 Metall Wiener ru/ru;;14,50 €;8,53 €;4044661729951;829193729952;0
3.10;29104529;KP 20x2x62,4 e4 Metall Wiener ru/ru;;14,50 €;8,53 €;4044661729968;829193729969;0
3.10;29104530;KP 20x2x60,6 f4 Metall Wiener ru/ru;;14,50 €;8,53 €;4044661729975;829193729976;1
3.10;29104531;KP 20x2x59 fis4 Metall Wiener ru/ru;;14,50 €;8,53 €;4044661729982;829193729983;0
3.10;29104532;KP 20x2x58 g4 Metall Wiener ru/ru;;14,50 €;8,53 €;4044661729999;829193729990;0
3.10;29104606;KP 20x2x121 f2 Metall Decor ru/ru;;14,50 €;8,53 €;4044661730056;829193730057;0
3.10;29104607;KP 20x2x118 fis2 Metall Decor ru/ru;;14,50 €;8,53 €;4044661730063;829193730064;0
3.10;29104609;KP 20x2x111 gis2 Metall Decor ru/ru;;14,50 €;8,53 €;4044661730087;829193730088;0
3.10;29104611;KP 20x2x105 b=bb2 Metall Decor ru/ru;;14,50 €;8,53 €;4044661730100;829193730101;0
3.10;29104612;KP 20x2x102 h=b2 Metall Decor ru/ru;;14,50 €;8,53 €;4044661730117;829193730118;0
3.10;29104613;KP 20x2x99 c3 Metall Decor ru/ru;;14,50 €;8,53 €;4044661730124;829193730125;0
3.10;29104614;KP 20x2x96 cis3 Metall Decor ru/ru;;14,50 €;8,53 €;4044661730131;829193730132;0
3.10;29104615;KP 20x2x93,7 d3 Metall Decor ru/ru;;14,50 €;8,53 €;4044661730148;829193730149;0
3.10;29104616;KP 20x2x91 dis3 Metall Decor ru/ru;;14,50 €;8,53 €;4044661730155;829193730156;0
3.10;29104617;KP 20x2x88,2 e3 Metall Decor ru/ru;;14,50 €;8,53 €;4044661730162;829193730163;0
3.10;29104618;KP 20x2x86 f3 Metall Decor ru/ru;;14,50 €;8,53 €;4044661730179;829193730170;0
3.10;29104619;KP 20x2x83,2 fis3 Metall Decor ru/ru;;14,50 €;8,53 €;4044661730186;829193730187;0
3.10;29104620;KP 20x2x81 g3 Metall Decor ru/ru;;14,50 €;8,53 €;4044661730193;829193730194;0
3.10;29104621;KP 20x2x78,8 gis3 Metall Decor ru/ru;;14,50 €;8,53 €;4044661730209;829193730200;0
3.10;29104622;KP 20x2x76,4 a3 Metall Decor ru/ru;;14,50 €;8,53 €;4044661730216;829193730217;0
3.10;29104623;KP 20x2x74,3 b=bb3 Metall Decor ru/ru;;14,50 €;8,53 €;4044661730223;829193730224;0
3.10;29104624;KP 20x2x72,3 h=b3 Metall Decor ru/ru;;14,50 €;8,53 €;4044661730230;829193730231;0
3.10;29104625;KP 20x2x70,2 c4 Metall Decor ru/ru;;14,50 €;8,53 €;4044661730247;829193730248;0
3.10;29104626;KP 20x2x68,3 cis4 Metall Decor ru/ru;;14,50 €;8,53 €;4044661730254;829193730255;0
3.10;29104627;KP 20x2x66,2 d4 Metall Decor ru/ru;;14,50 €;8,53 €;4044661730261;829193730262;0
3.10;29104628;KP 20x2x64,3 dis4 Metall Decor ru/ru;;14,50 €;8,53 €;4044661730278;829193730279;0
3.10;29104629;KP 20x2x62,4 e4 Metall Decor ru/ru;;14,50 €;8,53 €;4044661730285;829193730286;0
3.10;29104630;KP 20x2x60,6 f4 Metall Decor ru/ru;;14,50 €;8,53 €;4044661730292;829193730293;0
3.10;29104631;KP 20x2x59 fis4 Metall Decor ru/ru;;14,50 €;8,53 €;4044661730308;829193730309;0
3.10;29104632;KP 20x2x58 g4 Metall Decor ru/ru;;14,50 €;8,53 €;4044661730315;829193730316;0
3.10;29104701;KP 20x2x99 c3 Metall Wilke ru/ru;;14,50 €;8,53 €;4044661730322;829193730323;0
3.10;29104702;KP 20x2x96 cis3 Metall Wilke ru/ru;;14,50 €;8,53 €;4044661730339;829193730330;0
3.10;29104703;KP 20x2x93,7 d3 Metall Wilke ru/ru;;14,50 €;8,53 €;4044661730346;829193730347;0
3.10;29104704;KP 20x2x91 dis3 Metall Wilke ru/ru;;14,50 €;8,53 €;4044661730353;829193730354;0
3.10;29104705;KP 20x2x88,2 e3 Metall Wilke ru/ru;;14,50 €;8,53 €;4044661730360;829193730361;0
3.10;29104706;KP 20x2x86 f3 Metall Wilke ru/ru;;14,50 €;8,53 €;4044661730377;829193730378;0
3.10;29104707;KP 20x2x83,2 fis3 Metall Wilke ru/ru;;14,50 €;8,53 €;4044661730384;829193730385;0
3.10;29104708;KP 20x2x81 g3 Metall Wilke ru/ru;;14,50 €;8,53 €;4044661730391;829193730392;0
3.10;29104709;KP 20x2x78,8 gis3 Metall Wilke ru/ru;;14,50 €;8,53 €;4044661730407;829193730408;0
3.10;29104710;KP 20x2x76,4 a3 Metall Wilke ru/ru;;14,50 €;8,53 €;4044661730414;829193730415;0
3.10;29104711;KP 20x2x74,3 b=bb3 Metall Wilke ru/ru;;14,50 €;8,53 €;4044661730421;829193730422;0
3.10;29104712;KP 20x2x72,3 h=bb3 Metall Wilke ru/ru;;14,50 €;8,53 €;4044661730438;829193730439;0
3.10;29104713;KP 20x2x70,2 c4 Metall Wilke ru/ru;;14,50 €;8,53 €;4044661730445;829193730446;0
3.10;29104801;KP 30x12x325 c1 Alu Smart ru/ru;;33,90 €;19,94 €;4044661740758;829193741350;0
3.10;29104802;KP 30x12x317 d1 Alu Smart ru/ru;;33,90 €;19,94 €;4044661740789;829193741398;0
3.10;29104803;KP 30x12x309 e1 Alu Smart ru/ru;;33,90 €;19,94 €;4044661740765;829193741367;0
3.10;29104804;KP 30x12x301 f1 Alu Smart ru/ru;;33,90 €;19,94 €;4044661740772;829193741381;0
3.10;29104805;KP 30x12x301 fis1 Alu Smart ru/ru;;33,90 €;19,94 €;4044661740796;829193741404;0
3.10;29104806;KP 30x12x293 g1 Alu Smart ru/ru;;33,90 €;19,94 €;4044661740802;829193741411;0
3.10;29104807;KP 30x12x285 a1 Alu Smart ru/ru;;33,90 €;19,94 €;4044661740819;829193741428;0
3.10;29104808;KP 30x12x277 b1 DE Alu Smart ru/ru;;33,90 €;19,94 €;4044661740826;829193741435;0
3.10;29104809;KP 30x12x277 bb1 INT Alu Smart ru/ru;;33,90 €;19,94 €;4044661740833;829193741442;0
3.10;29104810;KP 30x12x277 h1 DE Alu Smart ru/ru;;33,90 €;19,94 €;4044661740840;829193741459;0
3.10;29104811;KP 30x12x277 b1 INT Alu Smart ru/ru;;33,90 €;19,94 €;4044661740857;829193741466;0
3.10;29104812;KP 30x12x269 c2 a Alu Smart ru/ru;;33,90 €;19,94 €;4044661740864;829193741473;0
3.10;29104813;KP 30x12x261 d2 a Alu Smart ru/ru;;33,90 €;19,94 €;4044661740871;829193741480;0
3.10;29104814;KP 30x12x253 e2 a Alu Smart ru/ru;;33,90 €;19,94 €;4044661740888;829193741497;0
3.10;29104815;KP 30x12x245 f2 a Alu Smart ru/ru;;33,90 €;19,94 €;4044661740895;829193741503;0
3.10;29104816;KP 30x12x245 fis2 a Alu Smart ru/ru;;33,90 €;19,94 €;4044661740901;829193741510;0
3.10;29104817;KP 30x12x237 g2 a Alu Smart ru/ru;;33,90 €;19,94 €;4044661740918;829193741527;0
3.10;29104818;KP 30x12x229 a2 a Alu Smart ru/ru;;33,90 €;19,94 €;4044661740925;829193741534;0
3.10;29104819;KP 30x12x269 c2 s Alu Smart ru/ru;;33,90 €;19,94 €;4044661740932;829193741541;0
3.10;29104820;KP 30x12x261 d2 s Alu Smart ru/ru;;33,90 €;19,94 €;4044661740949;829193741558;0
3.10;29104821;KP 30x12x253 e2 s Alu Smart ru/ru;;33,90 €;19,94 €;4044661740956;829193741565;0
3.10;29104822;KP 30x12x245 f2 s Alu Smart ru/ru;;33,90 €;19,94 €;4044661740963;829193741572;0
3.10;29104823;KP 30x12x245 fis2 s Alu Smart ru/ru;;33,90 €;19,94 €;4044661740970;829193741589;0
3.10;29104824;KP 30x12x237 g2 s Alu Smart ru/ru;;33,90 €;19,94 €;4044661740987;829193741596;0
3.10;29104825;KP 30x12x229 a2 s Alu Smart ru/ru;;33,90 €;19,94 €;4044661740994;829193741602;0
3.10;29104826;KP 30x12x221 b2 DE Alu Smart ru/ru;;33,90 €;19,94 €;4044661741007;829193741619;0
3.10;29104827;KP 30x12x221 bb2 INT Alu Smart ru/ru;;33,90 €;19,94 €;4044661741014;829193741626;0
3.10;29104828;KP 30x12x221 h2 DE Alu Smart ru/ru;;33,90 €;19,94 €;4044661741021;829193741633;0
3.10;29104829;KP 30x12x221 b2 INT Alu Smart ru/ru;;33,90 €;19,94 €;4044661741038;829193741640;0
3.10;29104830;KP 30x12x213 c3 Alu Smart ru/ru;;33,90 €;19,94 €;4044661741045;829193741657;0
3.10;29104831;KP 30x12x205 d3 Alu Smart ru/ru;;33,90 €;19,94 €;4044661741052;829193741664;0
3.10;29104832;KP 30x12x197 e3 Alu Smart ru/ru;;33,90 €;19,94 €;4044661741069;829193741671;0
3.10;29104833;KP 30x12x189 f3 Alu Smart ru/ru;;33,90 €;19,94 €;4044661741076;829193741688;0
3.10;29104834;KP 30x12x189 fis3 Alu Smart ru/ru;;33,90 €;19,94 €;4044661741083;829193741695;0
3.10;29104835;KP 30x12x181 g3 Alu Smart ru/ru;;33,90 €;19,94 €;4044661741090;829193741701;0
3.10;29104836;KP 30x15x173 a3 Alu Smart ru/ru;;35,90 €;21,12 €;4044661741106;829193741718;0
3.10;29104901;KP 30x15x325 c1 Pao Rosa Smart ru/ru;;35,90 €;21,12 €;4044661741113;829193741725;0
3.10;29104902;KP 30x15x317 d1 Pao Rosa Smart ru/ru;;35,90 €;21,12 €;4044661741120;829193741732;0
3.10;29104903;KP 30x15x309 e1 Pao Rosa Smart ru/ru;;35,90 €;21,12 €;4044661741137;829193741749;0
3.10;29104904;KP 30x15x301 f1 Pao Rosa Smart ru/ru;;35,90 €;21,12 €;4044661741144;829193741756;0
3.10;29104905;KP 30x15x301 fis1 Pao Rosa Smart ru/ru;;35,90 €;21,12 €;4044661741151;829193741763;0
3.10;29104906;KP 30x15x293 g1 Pao Rosa Smart ru/ru;;35,90 €;21,12 €;4044661741168;829193741770;0
3.10;29104907;KP 30x15x285 a1 Pao Rosa Smart ru/ru;;35,90 €;21,12 €;4044661741175;829193741787;0
3.10;29104908;KP 30x15x277 b1 DE Pao Rosa Smart ru/ru;;35,90 €;21,12 €;4044661741182;829193741794;0
3.10;29104909;KP 30x15x277 bb1 INT PaoRosa Smart ru/ru;;35,90 €;21,12 €;4044661741199;829193741800;0
3.10;29104910;KP 30x15x277 h1 DE Pao Rosa Smart ru/ru;;35,90 €;21,12 €;4044661741205;829193741817;0
3.10;29104911;KP 30x15x277 b1 INT Pao Rosa Smart ru/ru;;35,90 €;21,12 €;4044661741212;829193741824;0
3.10;29104912;KP 30x15x269 c2 Pao Rosa Smart ru/ru;;35,90 €;21,12 €;4044661741229;829193741831;0
3.10;29104913;KP 30x15x261 d2 Pao Rosa Smart ru/ru;;35,90 €;21,12 €;4044661741236;829193741848;0
3.10;29104914;KP 30x15x253 e2 Pao Rosa Smart ru/ru;;35,90 €;21,12 €;4044661741243;829193741855;0
3.10;29104915;KP 30x15x245 f2 Pao Rosa Smart ru/ru;;35,90 €;21,12 €;4044661741250;829193741862;0
3.10;29104916;KP 30x15x245 fis2 Pao Rosa Smart ru/ru;;35,90 €;21,12 €;4044661741267;829193741879;0
3.10;29104917;KP 30x15x237 g2 Pao Rosa Smart ru/ru;;35,90 €;21,12 €;4044661741274;829193741886;0
3.10;29104918;KP 30x15x229 a2 Pao Rosa Smart ru/ru;;35,90 €;21,12 €;4044661741281;829193741893;0
3.10;29104919;KP 30x15x269 c2 Pao Rosa Smart ru/ru;;35,90 €;21,12 €;4044661741298;829193741909;0
3.10;29104920;KP 30x15x261 d2 Pao Rosa Smart ru/ru;;35,90 €;21,12 €;4044661741304;829193741916;0
3.10;29104921;KP 30x15x253 e2 Pao Rosa Smart ru/ru;;35,90 €;21,12 €;4044661741311;829193741923;0
3.10;29104922;KP 30x15x245 f2 Pao Rosa Smart ru/ru;;35,90 €;21,12 €;4044661741328;829193741930;0
3.10;29104923;KP 30x15x245 fis2 Pao Rosa Smart ru/ru;;35,90 €;21,12 €;4044661741335;829193741947;0
3.10;29104924;KP 30x15x237 g2 Pao Rosa Smart ru/ru;;35,90 €;21,12 €;4044661741342;829193741954;0
3.10;29104925;KP 30x15x229 a2 Pao Rosa Smart ru/ru;;35,90 €;21,12 €;4044661741359;829193741961;0
3.10;29104926;KP 30x15x221 b2 DE Pao Rosa Smart ru/ru;;35,90 €;21,12 €;4044661741366;829193741978;0
3.10;29104927;KP 30x15x221 bb2 INT PaoRosa Smart ru/ru;;35,90 €;21,12 €;4044661741373;829193741985;0
3.10;29104928;KP 30x15x221 h2 DE Pao Rosa Smart ru/ru;;35,90 €;21,12 €;4044661741380;829193741992;0
3.10;29104929;KP 30x15x221 b2 INT Pao Rosa Smart ru/ru;;35,90 €;21,12 €;4044661741397;829193742005;0
3.10;29104930;KP 30x15x213 c3 Pao Rosa Smart ru/ru;;35,90 €;21,12 €;4044661741403;829193742012;0
3.10;29104931;KP 30x15x205 d3 Pao Rosa Smart ru/ru;;35,90 €;21,12 €;4044661741410;829193742029;0
3.10;29104932;KP 30x15x197 e3 Pao Rosa Smart ru/ru;;35,90 €;21,12 €;4044661741427;829193742036;0
3.10;29104933;KP 30x15x189 f3 Pao Rosa Smart ru/ru;;35,90 €;21,12 €;4044661741434;829193742043;0
3.10;29104934;KP 30x15x189 fis3 Pao Rosa Smart ru/ru;;35,90 €;21,12 €;4044661741441;829193742050;0
3.10;29104935;KP 30x15x181 g3 Pao Rosa Smart ru/ru;;35,90 €;21,12 €;4044661741458;829193742067;0
3.10;29104936;KP 30x15x173 a3 Pao Rosa Smart ru/ru;;35,90 €;21,12 €;4044661741465;829193742074;0
3.10;29105001;KP 30x15x325 c1 Palisono Smart ru/ru;;33,20 €;19,53 €;4044661741472;829193742081;0
3.10;29105002;KP 30x15x317 d1 Palisono Smart ru/ru;;33,20 €;19,53 €;4044661741489;829193742098;0
3.10;29105003;KP 30x15x309 e1 Palisono Smart ru/ru;;33,20 €;19,53 €;4044661741496;829193742104;0
3.10;29105004;KP 30x15x301 f1 Palisono Smart ru/ru;;33,20 €;19,53 €;4044661741502;829193742111;0
3.10;29105005;KP 30x15x301 fis1 Palisono Smart ru/ru;;33,20 €;19,53 €;4044661741519;829193742128;0
3.10;29105006;KP 30x15x293 g1 Palisono Smart ru/ru;;33,20 €;19,53 €;4044661741526;829193742135;0
3.10;29105007;KP 30x15x285 a1 Palisono Smart ru/ru;;33,20 €;19,53 €;4044661741533;829193742142;0
3.10;29105008;KP 30x15x277 b1 DE Palisono Smart ru/ru;;33,20 €;19,53 €;4044661741540;829193742159;0
3.10;29105009;KP 30x15x277 bb1 INT Palison Smart ru/ru;;33,20 €;19,53 €;4044661741557;829193742166;0
3.10;29105010;KP 30x15x277 h1 DE Palisono Smart ru/ru;;33,20 €;19,53 €;4044661741564;829193742173;0
3.10;29105011;KP 30x15x277 b1 INT Palisono Smart ru/ru;;33,20 €;19,53 €;4044661742011;829193742616;0
3.10;29105012;KP 30x15x269 c2 Palisono Smart ru/ru;;33,20 €;19,53 €;4044661741571;829193742180;0
3.10;29105013;KP 30x15x261 d2 Palisono Smart ru/ru;;33,20 €;19,53 €;4044661741588;829193742197;0
3.10;29105014;KP 30x15x253 e2 Palisono Smart ru/ru;;33,20 €;19,53 €;4044661741595;829193742203;0
3.10;29105015;KP 30x15x245 f2 Palisono Smart ru/ru;;33,20 €;19,53 €;4044661741601;829193742210;0
3.10;29105016;KP 30x15x245 fis2 Palisono Smart ru/ru;;33,20 €;19,53 €;4044661741618;829193742227;0
3.10;29105017;KP 30x15x237 g2 Palisono Smart ru/ru;;33,20 €;19,53 €;4044661741625;829193742234;0
3.10;29105018;KP 30x15x229 a2 Palisono Smart ru/ru;;33,20 €;19,53 €;4044661741632;829193742241;0
3.10;29105019;KP 30x15x269 c2 Palisono Smart ru/ru;;33,20 €;19,53 €;4044661741649;829193742258;0
3.10;29105020;KP 30x15x261 d2 Palisono Smart ru/ru;;33,20 €;19,53 €;4044661741656;829193742265;0
3.10;29105021;KP 30x15x253 e2 Palisono Smart ru/ru;;33,20 €;19,53 €;4044661741663;829193742272;0
3.10;29105022;KP 30x15x245 f2 Palisono Smart ru/ru;;33,20 €;19,53 €;4044661741670;829193742289;0
3.10;29105023;KP 30x15x245 fis2 Palisono Smart ru/ru;;33,20 €;19,53 €;4044661741687;829193742296;0
3.10;29105024;KP 30x15x237 g2 Palisono Smart ru/ru;;33,20 €;19,53 €;4044661741694;829193742302;0
3.10;29105025;KP 30x15x229 a2 Palisono Smart ru/ru;;33,20 €;19,53 €;4044661741700;829193742319;0
3.10;29105026;KP 30x15x221 b2 DE Palisono Smart ru/ru;;33,20 €;19,53 €;4044661741717;829193742326;0
3.10;29105027;KP 30x15x221 bb2 INT Palison Smart ru/ru;;33,20 €;19,53 €;4044661741724;829193742333;0
3.10;29105028;KP 30x15x221 h2 DE Palisono Smart ru/ru;;33,20 €;19,53 €;4044661741731;829193742340;0
3.10;29105029;KP 30x15x221 b2 INT Palisono Smart ru/ru;;33,20 €;19,53 €;4044661741748;829193742357;0
3.10;29105030;KP 30x15x213 c3 Palisono Smart ru/ru;;33,20 €;19,53 €;4044661741755;829193742364;0
3.10;29105031;KP 30x15x205 d3 Palisono Smart ru/ru;;33,20 €;19,53 €;4044661741762;829193742371;0
3.10;29105032;KP 30x15x197 e3 Palisono Smart ru/ru;;33,20 €;19,53 €;4044661741779;829193742388;0
3.10;29105033;KP 30x15x189 f3 Palisono Smart ru/ru;;33,20 €;19,53 €;4044661741786;829193742395;0
3.10;29105034;KP 30x15x189 fis3 Palisono Smart ru/ru;;33,20 €;19,53 €;4044661741793;829193742401;0
3.10;29105035;KP 30x15x181 g3 Palisono Smart ru/ru;;33,20 €;19,53 €;4044661741809;829193742418;0
3.10;29105036;KP 30x15x173 a3 Palisono Smart ru/ru;;33,20 €;19,53 €;4044661741816;829193742425;0
3.10;29110001;Resonator für CX CM 40x1,8x473 f;;24,90 €;14,65 €;4044661736270;829193736776;0
3.10;29110002;Resonator für CX CM 40x1,8x446 fis;;24,90 €;14,65 €;4044661736287;829193736783;7
3.10;29110003;Resonator für CX CM 40x1,8x422 g;;24,90 €;14,65 €;4044661736294;829193736790;10
3.10;29110004;Resonator für CX CM 40x1,8x399 gis;;24,90 €;14,65 €;4044661736300;829193736806;15
3.10;29110005;Resonator für CX CM 40x1,8x376 a;;24,90 €;14,65 €;4044661736317;829193736813;13
3.10;29110006;Resonator für CX CM 40x1,8x356 b;;24,90 €;14,65 €;4044661736324;829193736820;5
3.10;29110007;Resonator für CX CM 40x1,8x333 h;;24,90 €;14,65 €;4044661736331;829193736837;13
3.10;29110008;Resonator für CX CM 40x1,8x314 c1;;24,90 €;14,65 €;4044661736348;829193736844;7
3.10;29110009;Resonator für CX CM 40x1,8x298 cis1;;24,90 €;14,65 €;4044661736355;829193736851;11
3.10;29110010;Resonator für CX CM 40x1,8x283 d1;;24,90 €;14,65 €;4044661736362;829193736868;2
3.10;29110011;Resonator für CX CM 40x1,8x266 dis1;;24,90 €;14,65 €;4044661736379;829193736875;12
3.10;29110012;Resonator für CX CM 40x1,8x250 e1;;24,90 €;14,65 €;4044661736386;829193736882;13
3.10;29110013;Resonator für CX CM 40x1,8x235 f1;;24,90 €;14,65 €;4044661736393;829193736899;13
3.10;29110014;Resonator für CX CM 40x1,8x222 fis1;;24,90 €;14,65 €;4044661736409;829193736905;11
3.10;29110015;Resonator für CX CM 40x1,8x209 g1;;24,90 €;14,65 €;4044661736416;829193736912;4
3.10;29110016;Resonator für CX CM 40x1,8x197 gis1;;24,90 €;14,65 €;4044661736423;829193736929;3
3.10;29110017;Resonator für CX CM 40x1,8x185 a1;;24,90 €;14,65 €;4044661736430;829193736936;15
3.10;29110018;Resonator für CX CM 40x1,8x176 b1;;24,90 €;14,65 €;4044661736447;829193736943;12
3.10;29110019;Resonator für CX CM 40x1,8x164 h1;;24,90 €;14,65 €;4044661736454;829193736950;15
3.10;29110020;Resonator für CX CM 40x1,8x154 c2;;24,90 €;14,65 €;4044661736461;829193736967;11
3.10;29110021;Resonator für CX CM 40x1,8x145 cis2;;24,90 €;14,65 €;4044661736478;829193736974;14
3.10;29110022;Resonator für CX CM 40x1,8x138 d2;;24,90 €;14,65 €;4044661736485;829193736981;14
3.10;29110023;Resonator für CX CM 40x1,8x129 dis2;;24,90 €;14,65 €;4044661736492;829193736998;13
3.10;29110024;Resonator für CX CM 40x1,8x122 e2;;24,90 €;14,65 €;4044661736508;829193737001;14
3.10;29110025;Resonator für CX CM 40x1,8x114 f2;;24,90 €;14,65 €;4044661736515;829193737018;14
3.10;29110026;Resonator für CX CM 40x1,8x108 fis2;;24,90 €;14,65 €;4044661736522;829193737025;20
3.10;29110027;Resonator für CX CM 40x1,8x100 g2;;24,90 €;14,65 €;4044661736539;829193737032;14
3.10;29110028;Resonator für CX CM 40x1,8x94 gis2;;24,90 €;14,65 €;4044661736546;829193737049;3
3.10;29110029;Resonator für CX CM 40x1,8x89 a2;;24,90 €;14,65 €;4044661736553;829193737056;14
3.10;29110030;Resonator für CX CM 40x1,8x83 b2;;24,90 €;14,65 €;4044661736560;829193737063;4
3.10;29110031;Resonator für CX CM 40x1,8x78 h2;;24,90 €;14,65 €;4044661736577;829193737070;14
3.10;29110032;Resonator für CX CM 40x1,8x73 c3;;24,90 €;14,65 €;4044661736584;829193737087;5
3.10;29110033;Resonator für CX CM 40x1,8x69 cis3;;24,90 €;14,65 €;4044661736591;829193737094;1
3.10;29110034;Resonator für CX CM 40x1,8x66 d3;;24,90 €;14,65 €;4044661736607;829193737100;11
3.10;29110035;Resonator für CX CM 40x1,8x61 dis3;;24,90 €;14,65 €;4044661736614;829193737117;12
3.10;29110036;Resonator für CX CM 40x1,8x57 e3;;24,90 €;14,65 €;4044661736621;829193737124;11
3.10;29110037;Resonator für CX CM 40x1,8x52 f3;;24,90 €;14,65 €;4044661736638;829193737131;11
3.10;29110038;Resonator für CX CM 40x1,8x49 fis3;;24,90 €;14,65 €;4044661736645;829193737148;10
3.10;29110101;Resonator für KS 30, 35x35x192 c2;;21,00 €;12,35 €;4044661736652;829193737155;3
3.10;29110102;Resonator für KS 30, 35x35x187 cis2;;21,00 €;12,35 €;4044661736669;829193737162;0
3.10;29110103;Resonator für KS 30, 35x35x182 d2;;21,00 €;12,35 €;4044661736676;829193737179;3
3.10;29110104;Resonator für KS 30, 35x35x176 dis2;;21,00 €;12,35 €;4044661736683;829193737186;0
3.10;29110105;Resonator für KS 30, 35x35x170 e2;;21,00 €;12,35 €;4044661736690;829193737193;0
3.10;29110106;Resonator für KS 30, 35x35x165 f2;;21,00 €;12,35 €;4044661736706;829193737209;3
3.10;29110107;Resonator für KS 30, 35x35x160 fis2;;21,00 €;12,35 €;4044661736713;829193737216;3
3.10;29110108;Resonator für KS 30, 35x35x155 g2;;21,00 €;12,35 €;4044661736720;829193737223;2
3.10;29110109;Resonator für KS 30, 35x35x150 gis2;;21,00 €;12,35 €;4044661736737;829193737230;0
3.10;29110110;Resonator für KS 30, 35x35x145 a2;;21,00 €;12,35 €;4044661736744;829193737247;0
3.10;29110111;Resonator für KS 30, 35x35x142 b2;;21,00 €;12,35 €;4044661736751;829193737254;0
3.10;29110112;Resonator für KS 30, 35x35x138 h2;;21,00 €;12,35 €;4044661736768;829193737261;0
3.10;29110113;Resonator für KS 30, 35x35x134 c3;;21,00 €;12,35 €;4044661736775;829193737278;0
3.10;29110114;Resonator für KS 30, 35x35x130 cis3;;21,00 €;12,35 €;4044661736782;829193737285;0
3.10;29110115;Resonator für KS 30, 35x35x126 d3;;21,00 €;12,35 €;4044661736799;829193737292;4
3.10;29110116;Resonator für KS 30, 35x35x121 dis3;;21,00 €;12,35 €;4044661736805;829193737308;0
3.10;29110117;Resonator für KS 30, 35x35x117 e3;;21,00 €;12,35 €;4044661736812;829193737315;0
3.10;29110118;Resonator für KS 30, 35x35x114 f3;;21,00 €;12,35 €;4044661736829;829193737322;0
3.10;29110119;Resonator für KS 30, 35x35x112 fis3;;21,00 €;12,35 €;4044661736836;829193737339;0
3.10;29110120;Resonator für KS 30, 35x35x108 g3;;21,00 €;12,35 €;4044661736843;829193737346;3
3.10;29110121;Resonator für KS 30, 35x35x105 gis3;;21,00 €;12,35 €;4044661736850;829193737353;0
3.10;29110122;Resonator für KS 30, 35x35x102 a3;;21,00 €;12,35 €;4044661736867;829193737360;0
3.10;29110123;Resonator für KS 30, 35x35x98 b3;;21,00 €;12,35 €;4044661736874;829193737377;0
3.10;29110124;Resonator für KS 30, 35x35x95 h3;;21,00 €;12,35 €;4044661736881;829193737384;0
3.10;29110125;Resonator für KS 30, 35x35x90 c4;;21,00 €;12,35 €;4044661736898;829193737391;0
3.10;29110126;Resonator für KS 30, 35x35x89 cis4;;21,00 €;12,35 €;4044661736904;829193737407;0
3.10;29110201;Resonator für KS 40, 70x50x270 c1/cis1;;24,50 €;14,41 €;4044661736911;829193737414;0
3.10;29110202;Resonator für KS 40, 70x50x261 d1/dis1;;24,50 €;14,41 €;4044661736928;829193737421;1
3.10;29110203;Resonator für KS 40, 70x50x251 e1;;24,50 €;14,41 €;4044661736935;829193737438;1
3.10;29110204;Resonator für KS 40, 70x50x243 f1/fis1;;24,50 €;14,41 €;4044661736942;829193737445;4
